gene,variable,pval,FDR,ensembl_gene_id,CHR,start,end,entrezgene_id
AGPAT5,conditionTB,5.80E-10,1.59E-09,ENSG00000155189,8,6708642,6761503,55326
AGPS,conditionTB,0,0,ENSG00000018510,2,177392746,177567024,8540
AGRN,conditionTB,5.60E-05,1.06E-04,ENSG00000188157,1,1020120,1056118,375790
AGRP,conditionTB,1.10E-04,2.02E-04,ENSG00000159723,16,67482571,67483547,181
AGTPBP1,conditionTB,0.36,0.409702696,ENSG00000135049,9,85546539,85742029,23287
AGTRAP,conditionTB,0.0061,0.009320779,ENSG00000177674,1,11736084,11754802,57085
AHCTF1,conditionTB,0.29,0.336590796,ENSG00000153207,1,246839098,246931948,25909
AHCY,conditionTB,0,0,ENSG00000101444,20,34280268,34311802,191
AHCYL1,conditionTB,0,0,ENSG00000168710,1,109984765,110023742,10768
AHCYL2,conditionTB,0,0,ENSG00000158467,7,129225023,129430211,23382
AHDC1,conditionTB,0.28,0.326176422,ENSG00000126705,1,27534035,27604431,27245
AHI1,conditionTB,0,0,ENSG00000135541,6,135283407,135498434,54806
AHNAK,conditionTB,2.60E-07,5.96E-07,ENSG00000124942,11,62433542,62556235,79026
AHNAK2,conditionTB,3.80E-09,9.89E-09,ENSG00000185567,14,104937244,104978374,113146
AHR,conditionTB,7.50E-06,1.53E-05,ENSG00000106546,7,16916359,17346152,196
AHRR,conditionTB,1.70E-15,6.29E-15,ENSG00000063438,5,321714,438291,57491
AHSA1,conditionTB,0.23,0.273122557,ENSG00000100591,14,77457870,77469472,10598
AICDA,conditionTB,8.70E-07,1.92E-06,ENSG00000111732,12,8602170,8612867,57379
AIDA,conditionTB,0,0,ENSG00000186063,1,222668013,222713210,64853
AIF1,conditionTB,0,0,ENSG00000204472,6,31615217,31617021,199
AIFM1,conditionTB,0,0,ENSG00000156709,X,130124666,130165879,9131
AIFM2,conditionTB,0,0,ENSG00000042286,10,70098223,70132934,84883
AIFM3,conditionTB,0,0,ENSG00000183773,22,20965108,20981360,150209
AIG1,conditionTB,0.2,0.240606165,ENSG00000146416,6,143060496,143341058,51390
AIM1,conditionTB,0.17,0.207408313,ENSG00000112297,6,106360717,106572017,202
AIM1L,conditionTB,0.23,0.273122557,ENSG00000176092,1,26321698,26360080,55057
AIM2,conditionTB,5.40E-13,1.76E-12,ENSG00000163568,1,159062484,159147096,9447
AIMP1,conditionTB,0.72,0.756948081,ENSG00000164022,4,106315544,106349456,9255
AIMP2,conditionTB,5.70E-10,1.56E-09,ENSG00000106305,7,6009255,6023834,7965
AIP,conditionTB,1.10E-04,2.02E-04,ENSG00000110711,11,67468174,67491154,9049
AJUBA,conditionTB,0.24,0.283767454,ENSG00000129474,14,22971177,22982551,84962
AK1,conditionTB,7.50E-07,1.66E-06,ENSG00000106992,9,127866486,127877675,203
AK2,conditionTB,0.037,0.050917364,ENSG00000004455,1,33007940,33080996,204
AK3,conditionTB,0.76,0.791378745,ENSG00000147853,9,4709556,4742043,50808
AK4,conditionTB,0,0,ENSG00000162433,1,65147549,65232145,205
AK5,conditionTB,0.89,0.906016758,ENSG00000154027,1,77282019,77559966,26289
AK6,conditionTB,1.10E-04,2.02E-04,ENSG00000147853,5,69350984,69370013,102157402
AK8,conditionTB,5.40E-06,1.12E-05,ENSG00000165695,9,132725578,132878777,158067
AK9,conditionTB,3.20E-04,5.62E-04,ENSG00000155085,6,109492855,109691217,221264
AKAP1,conditionTB,2.20E-16,8.48E-16,ENSG00000121057,17,57085092,57121346,8165
AKAP10,conditionTB,7.80E-16,2.93E-15,ENSG00000108599,17,19904302,19978343,11216
AKAP11,conditionTB,0,0,ENSG00000023516,13,42272152,42323261,11215
AKAP12,conditionTB,7.20E-06,1.47E-05,ENSG00000131016,6,151239967,151358559,9590
AKAP13,conditionTB,3.60E-05,6.90E-05,ENSG00000170776,15,85380571,85749358,11214
AKAP17A,conditionTB,0.041,0.055915276,ENSG00000197976,X,1591604,1602520,8227
AKAP3,conditionTB,0.0022,0.003539252,ENSG00000111254,12,4615508,4649051,10566
AKAP5,conditionTB,1.10E-16,4.29E-16,ENSG00000179841,14,64465499,64474503,9495
AKAP6,conditionTB,0.086,0.111022083,ENSG00000151320,14,32329298,32837684,9472
AKAP7,conditionTB,0.76,0.791378745,ENSG00000118507,6,131135467,131283535,9465
AKAP8,conditionTB,0.0018,0.002923692,ENSG00000105127,19,15353385,15379815,10270
AKAP8L,conditionTB,7.20E-07,1.60E-06,ENSG00000011243,19,15380050,15419141,26993
AKAP9,conditionTB,5.10E-04,8.79E-04,ENSG00000127914,7,91940840,92110673,10142
AKIP1,conditionTB,0,0,ENSG00000166452,11,8911139,8920084,56672
AKIRIN1,conditionTB,0,0,ENSG00000174574,1,38991276,39006059,79647
AKIRIN2,conditionTB,0,0,ENSG00000135334,6,87674860,87702233,55122
AKNA,conditionTB,4.70E-06,9.77E-06,ENSG00000106948,9,114334156,114394405,80709
AKR1A1,conditionTB,0,0,ENSG00000117448,1,45550543,45570049,10327
AKR1B1,conditionTB,0,0,ENSG00000085662,7,134442356,134459284,231
AKR1C1,conditionTB,0,0,ENSG00000187134,10,4963253,4983283,1645
AKR1C2,conditionTB,1.10E-09,2.96E-09,ENSG00000151632,10,4987400,5018031,1646
AKR1C3,conditionTB,0,0,ENSG00000196139,10,5035354,5107686,8644
AKR1E2,conditionTB,0.91,0.92281318,ENSG00000165568,10,4786629,4848062,83592
AKR7A2,conditionTB,0,0,ENSG00000053371,1,19303965,19312144,8574
AKR7A3,conditionTB,0.099,0.126229969,ENSG00000162482,1,19282573,19288770,22977
AKT1,conditionTB,0,0,ENSG00000142208,14,104769349,104795751,207
AKT1S1,conditionTB,0,0,ENSG00000204673,19,49869033,49878459,84335
AKT2,conditionTB,0.0052,0.008008642,ENSG00000105221,19,40230317,40285536,208
AKT3,conditionTB,0,0,ENSG00000117020,1,243488233,243851079,10000
AKTIP,conditionTB,3.00E-07,6.85E-07,ENSG00000166971,16,53491040,53504411,64400
ALAD,conditionTB,0,0,ENSG00000148218,9,113386312,113401290,210
ALAS1,conditionTB,1.90E-04,3.41E-04,ENSG00000023330,3,52198086,52214327,211
ALCAM,conditionTB,0,0,ENSG00000170017,3,105366909,105576900,214
ALDH16A1,conditionTB,0,0,ENSG00000161618,19,49453225,49471050,126133
ALDH18A1,conditionTB,7.10E-05,1.33E-04,ENSG00000059573,10,95605941,95656711,5832
ALDH1A1,conditionTB,0,0,ENSG00000165092,9,72900671,73080442,216
ALDH1A2,conditionTB,1.70E-11,5.08E-11,ENSG00000128918,15,57953424,58497866,8854
ALDH1B1,conditionTB,0,0,ENSG00000137124,9,38392702,38398661,219
ALDH1L2,conditionTB,0.67,0.71053055,ENSG00000136010,12,105019784,105107643,160428
ALDH2,conditionTB,0,0,ENSG00000111275,12,111766887,111817532,217
ALDH3A2,conditionTB,0,0,ENSG00000072210,17,19648136,19685760,224
ALDH3B1,conditionTB,0,0,ENSG00000006534,11,68008578,68029282,221
ALDH4A1,conditionTB,0.0042,0.006543533,ENSG00000159423,1,18871430,18902724,8659
ALDH5A1,conditionTB,0.023,0.032548972,ENSG00000112294,6,24494867,24537207,7915
ALDH6A1,conditionTB,3.10E-09,8.12E-09,ENSG00000119711,14,74056847,74084492,4329
ALDH7A1,conditionTB,1.70E-07,3.95E-07,ENSG00000164904,5,126531200,126595362,501
ALDH8A1,conditionTB,0.62,0.664261943,ENSG00000118514,6,134917393,134950115,64577
ALDH9A1,conditionTB,2.00E-15,7.37E-15,ENSG00000143149,1,165662216,165698863,223
ALDOA,conditionTB,7.30E-07,1.62E-06,ENSG00000149925,16,30064164,30070457,226
ALDOC,conditionTB,0.35,0.3992,ENSG00000109107,17,28573115,28576948,230
ALG1,conditionTB,4.40E-16,1.68E-15,ENSG00000033011,16,5033702,5087379,56052
ALG10,conditionTB,0.74,0.774303902,ENSG00000139133,12,34022468,34029694,84920
ALG10B,conditionTB,0.043,0.05835237,ENSG00000175548,12,38316762,38329721,144245
ALG11,conditionTB,0.051,0.06835223,ENSG00000253710,13,52012391,52079232,440138
ALG12,conditionTB,0,0,ENSG00000182858,22,49900229,49918438,79087
ALG13,conditionTB,1.10E-05,2.21E-05,ENSG00000101901,X,111665811,111760649,79868
ALG14,conditionTB,0.0071,0.010747692,ENSG00000172339,1,94974405,95072951,199857
ALG1L2,conditionTB,0.016,0.023134844,ENSG00000251287,3,130081831,130113227,644974
ALG2,conditionTB,3.70E-09,9.64E-09,ENSG00000119523,9,99216425,99221942,85365
ALG3,conditionTB,0,0,ENSG00000214160,3,184242301,184249548,10195
ALG5,conditionTB,1.30E-11,3.91E-11,ENSG00000120697,13,36949738,37000763,29880
ALG6,conditionTB,5.60E-07,1.25E-06,ENSG00000088035,1,63367575,63438553,29929
ALG8,conditionTB,1.40E-08,3.50E-08,ENSG00000159063,11,78095244,78139660,79053
ALG9,conditionTB,0.012,0.017630284,ENSG00000086848,11,111782195,111871581,79796
ALK,conditionTB,1.30E-05,2.59E-05,ENSG00000171094,2,29192774,29921586,238
ALKBH1,conditionTB,0.13,0.162073704,ENSG00000100601,14,77672404,77708023,8846
ALKBH2,conditionTB,0.0012,0.001982781,ENSG00000189046,12,109088188,109093631,121642
ALKBH3,conditionTB,2.20E-08,5.44E-08,ENSG00000166199,11,43880811,43920274,221120
ALKBH4,conditionTB,2.10E-07,4.84E-07,ENSG00000160993,7,102456238,102464863,54784
ALKBH5,conditionTB,4.90E-12,1.51E-11,ENSG00000091542,17,18183078,18209954,54890
ALKBH6,conditionTB,0.26,0.305347567,ENSG00000239382,19,36009120,36014239,84964
ALKBH7,conditionTB,6.60E-12,2.02E-11,ENSG00000125652,19,6372794,6375250,84266
ALKBH8,conditionTB,3.80E-14,1.32E-13,ENSG00000137760,11,107502727,107565742,91801
ALMS1,conditionTB,0.057,0.075761416,ENSG00000116127,2,73385758,73625166,7840
ALOX12,conditionTB,0.028,0.0391216,ENSG00000108839,17,6996049,7010754,239
ALOX15B,conditionTB,0.36,0.409702696,ENSG00000179593,17,8039034,8049134,247
ALOX5,conditionTB,0,0,ENSG00000012779,10,45374176,45446119,240
ALOX5AP,conditionTB,6.60E-04,0.001125262,ENSG00000132965,13,30713478,30764426,241
ALPK1,conditionTB,0.76,0.791378745,ENSG00000073331,4,112285509,112442621,80216
ALPK2,conditionTB,2.30E-15,8.46E-15,ENSG00000198796,18,58481247,58629091,115701
ALPK3,conditionTB,0.2,0.240606165,ENSG00000136383,15,84817356,84873479,57538
ALPL,conditionTB,5.00E-08,1.21E-07,ENSG00000162551,1,21509397,21578410,249
ALS2,conditionTB,0.0027,0.004300547,ENSG00000003393,2,201700267,201782112,57679
ALS2CL,conditionTB,0.87,0.889090111,ENSG00000178038,3,46668995,46693704,259173
ALS2CR12,conditionTB,0.0029,0.004595531,ENSG00000155749,2,201288271,201357398,130540
ALX4,conditionTB,0.41,0.459863531,ENSG00000052850,11,44260440,44310139,60529
ALYREF,conditionTB,1.50E-04,2.72E-04,ENSG00000183684,17,81887835,81891586,10189
AMACR,conditionTB,2.90E-04,5.12E-04,ENSG00000242110,5,33986165,34008104,23600
AMBRA1,conditionTB,8.70E-11,2.50E-10,ENSG00000110497,11,46396414,46594125,55626
AMD1,conditionTB,0,0,ENSG00000123505,6,110874770,110898879,262
AMDHD1,conditionTB,0,0,ENSG00000139344,12,95943331,95968720,144193
AMDHD2,conditionTB,0,0,ENSG00000162066,16,2520357,2531422,51005
AMER1,conditionTB,1.10E-05,2.21E-05,ENSG00000184675,X,64185117,64205708,139285
AMFR,conditionTB,6.00E-04,0.00102685,ENSG00000159461,16,56361452,56425545,267
AMH,conditionTB,0.44,0.489894015,ENSG00000104899,19,2249309,2252073,268
AMICA1,conditionTB,6.30E-05,1.19E-04,ENSG00000160593,11,118193725,118225094,120425
AMIGO1,conditionTB,0.25,0.294519393,ENSG00000181754,1,109504178,109509738,57463
AMIGO2,conditionTB,5.40E-10,1.48E-09,ENSG00000139211,12,47075707,47079959,347902
AMIGO3,conditionTB,0.37,0.419954509,ENSG00000176020,3,49716829,49719684,386724
AMMECR1,conditionTB,0.0026,0.004148835,ENSG00000101935,X,110194186,110440318,9949
AMMECR1L,conditionTB,0,0,ENSG00000144233,2,127861630,127885967,83607
AMN,conditionTB,0.053,0.070808568,ENSG00000101986,14,102922663,102933596,81693
AMN1,conditionTB,0.27,0.315896835,ENSG00000151743,12,31671142,31729121,196394
AMOT,conditionTB,3.20E-04,5.62E-04,ENSG00000126016,X,112774503,112840831,154796
AMOTL1,conditionTB,1.50E-04,2.72E-04,ENSG00000166025,11,94706431,94876748,154810
AMOTL2,conditionTB,0,0,ENSG00000114019,3,134355347,134375479,51421
AMPD2,conditionTB,0,0,ENSG00000116337,1,109616104,109632051,271
AMPD3,conditionTB,0,0,ENSG00000133805,11,10308313,10507579,272
AMPH,conditionTB,0.013,0.019033428,ENSG00000078053,7,38383704,38631420,273
AMT,conditionTB,0.058,0.076995344,ENSG00000145020,3,49416778,49422685,275
AMY2B,conditionTB,0.29,0.336590796,ENSG00000240038,1,103553815,103579534,280
AMZ1,conditionTB,0,0,ENSG00000174945,7,2679522,2775500,155185
AMZ2,conditionTB,0.0011,0.001825104,ENSG00000196704,17,68205481,68257712,51321
ANAPC1,conditionTB,1.30E-06,2.82E-06,ENSG00000153107,2,111611639,111884690,64682
ANAPC10,conditionTB,1.40E-06,3.03E-06,ENSG00000164162,4,144831908,145098541,10393
ANAPC11,conditionTB,4.80E-08,1.16E-07,ENSG00000141552,17,81890790,81900991,51529
ANAPC13,conditionTB,1.20E-14,4.25E-14,ENSG00000129055,3,134477706,134486716,25847
ANAPC15,conditionTB,1.10E-16,4.29E-16,ENSG00000110200,11,72106378,72112780,25906
ANAPC16,conditionTB,0.28,0.326176422,ENSG00000166295,10,72216000,72235860,119504
ANAPC2,conditionTB,0.12,0.150519795,ENSG00000176248,9,137174784,137188560,29882
ANAPC4,conditionTB,0.0013,0.002141681,ENSG00000053900,4,25377263,25418498,29945
ANAPC5,conditionTB,4.70E-13,1.54E-12,ENSG00000089053,12,121308245,121399896,51433
ANAPC7,conditionTB,2.40E-11,7.11E-11,ENSG00000196510,12,110372900,110403730,51434
ANG,conditionTB,0.014,0.02041198,ENSG00000214274,14,20684177,20698971,283
ANGEL1,conditionTB,0,0,ENSG00000013523,14,76786009,76826246,23357
ANGEL2,conditionTB,0.3,0.347245464,ENSG00000174606,1,212992182,213015867,90806
ANGPT1,conditionTB,2.00E-04,3.59E-04,ENSG00000154188,8,107249482,107498055,284
ANGPT2,conditionTB,0.54,0.588157156,ENSG00000091879,8,6499632,6563409,285
ANGPTL1,conditionTB,0.41,0.459863531,ENSG00000116194,1,178849535,178871077,9068
ANGPTL2,conditionTB,0.085,0.109832609,ENSG00000136859,9,127087348,127122635,23452
ANGPTL3,conditionTB,2.40E-04,4.27E-04,ENSG00000132855,1,62597520,62606313,27329
ANGPTL4,conditionTB,8.30E-04,0.00139973,ENSG00000167772,19,8363289,8374370,51129
ANGPTL6,conditionTB,0.032,0.044373164,ENSG00000130812,19,10092338,10102678,83854
ANGPTL7,conditionTB,0.12,0.150519795,ENSG00000171819,1,11189355,11195981,10218
ANK1,conditionTB,7.40E-05,1.38E-04,ENSG00000029534,8,41653220,41896762,286
ANK2,conditionTB,0.021,0.029879022,ENSG00000145362,4,112818032,113384221,287
ANK3,conditionTB,2.20E-16,8.48E-16,ENSG00000151150,10,60026298,60733490,288
ANKAR,conditionTB,0.027,0.037826532,ENSG00000151687,2,189674290,189761193,150709
ANKDD1A,conditionTB,2.40E-04,4.27E-04,ENSG00000166839,15,64911902,64958691,348094
ANKDD1B,conditionTB,0.092,0.11805878,ENSG00000189045,5,75611182,75681773,728780
ANKEF1,conditionTB,0.43,0.479907341,ENSG00000132623,20,9986126,10058303,63926
ANKFY1,conditionTB,0.0068,0.010321521,ENSG00000185722,17,4163821,4263995,51479
ANKH,conditionTB,5.20E-10,1.43E-09,ENSG00000154122,5,14704800,14871778,56172
ANKHD1,conditionTB,0.79,0.817197009,ENSG00000131503,5,140401814,140539856,54882
ANKIB1,conditionTB,0.6,0.645606469,ENSG00000001629,7,92245974,92401383,54467
ANKLE1,conditionTB,0.18,0.218540146,ENSG00000160117,19,17281645,17287646,126549
ANKLE2,conditionTB,0,0,ENSG00000176915,12,132725503,132761832,23141
ANKMY1,conditionTB,0,0,ENSG00000144504,2,240479422,240569209,51281
ANKMY2,conditionTB,8.40E-15,3.01E-14,ENSG00000106524,7,16599779,16645817,57037
ANKRA2,conditionTB,1.10E-07,2.59E-07,ENSG00000164331,5,73552190,73565667,57763
ANKRD1,conditionTB,0,0,ENSG00000148677,10,90912096,90921087,27063
ANKRD10,conditionTB,1.60E-11,4.79E-11,ENSG00000088448,13,110878540,110915069,55608
ANKRD11,conditionTB,4.40E-08,1.06E-07,ENSG00000167522,16,89267630,89490561,29123
ANKRD12,conditionTB,0,0,ENSG00000101745,18,9136228,9285985,23253
ANKRD13A,conditionTB,0.91,0.92281318,ENSG00000076513,12,109999186,110039763,88455
ANKRD13B,conditionTB,0.052,0.069592337,ENSG00000198720,17,29589769,29614761,124930
ANKRD13C,conditionTB,5.70E-06,1.18E-05,ENSG00000118454,1,70258999,70354734,81573
ANKRD13D,conditionTB,0,0,ENSG00000172932,11,67289300,67302485,338692
ANKRD16,conditionTB,0.025,0.03522945,ENSG00000134461,10,5861616,5889906,54522
ANKRD17,conditionTB,0.37,0.419954509,ENSG00000132466,4,73073376,73258798,26057
ANKRD18A,conditionTB,0.057,0.075761416,ENSG00000180071,9,38571358,38620596,253650
ANKRD20A1,conditionTB,0.15,0.184765935,ENSG00000260691,9,67832765,67920552,84210
ANKRD22,conditionTB,2.50E-10,6.98E-10,ENSG00000152766,10,88819896,88851844,118932
ANKRD23,conditionTB,0.6,0.645606469,ENSG00000163126,2,96824526,96857934,200539
ANKRD24,conditionTB,0.89,0.906016758,ENSG00000089847,19,4183354,4224814,170961
ANKRD26,conditionTB,0.96,0.964278936,ENSG00000107890,10,26973793,27100494,22852
ANKRD27,conditionTB,1.10E-12,3.52E-12,ENSG00000105186,19,32597006,32676597,84079
ANKRD28,conditionTB,6.80E-05,1.28E-04,ENSG00000206560,3,15667236,15859771,23243
ANKRD29,conditionTB,0.023,0.032548972,ENSG00000154065,18,23598926,23662911,147463
ANKRD31,conditionTB,4.40E-04,7.63E-04,ENSG00000145700,5,75068275,75236911,256006
ANKRD33B,conditionTB,0,0,ENSG00000164236,5,10564070,10657816,651746
ANKRD34A,conditionTB,0.38,0.429907692,ENSG00000272031,1,145959441,145964575,284615
ANKRD36,conditionTB,0.044,0.059634106,ENSG00000135976,2,97113153,97264521,375248
ANKRD36B,conditionTB,0.064,0.084271793,ENSG00000196912,2,97492663,97589965,57730
ANKRD36C,conditionTB,6.30E-05,1.19E-04,ENSG00000174501,2,95836919,95991831,400986
ANKRD37,conditionTB,0,0,ENSG00000186352,4,185396021,185400628,353322
ANKRD39,conditionTB,6.60E-06,1.35E-05,ENSG00000213337,2,96836611,96858016,51239
ANKRD40,conditionTB,2.40E-08,5.91E-08,ENSG00000154945,17,50693198,50707914,91369
ANKRD42,conditionTB,0,0,ENSG00000137494,11,83193712,83260694,338699
ANKRD44,conditionTB,2.70E-05,5.22E-05,ENSG00000065413,2,196967017,197311173,91526
ANKRD46,conditionTB,0.05,0.067114997,ENSG00000186106,8,100509752,100559784,157567
ANKRD49,conditionTB,0.022,0.031209666,ENSG00000168876,11,94493979,94499578,54851
ANKRD50,conditionTB,0,0,ENSG00000151458,4,124664048,124712732,57182
ANKRD52,conditionTB,5.80E-15,2.09E-14,ENSG00000139645,12,56237807,56258384,283373
ANKRD53,conditionTB,1.20E-04,2.20E-04,ENSG00000144031,2,70978380,70985499,79998
ANKRD54,conditionTB,0.069,0.090327743,ENSG00000100124,22,37830855,37849327,129138
ANKRD55,conditionTB,0.91,0.92281318,ENSG00000164512,5,56099680,56233330,79722
ANKRD6,conditionTB,0.46,0.510088889,ENSG00000135299,6,89433152,89633834,22881
ANKRD61,conditionTB,0.17,0.207408313,ENSG00000157999,7,6031376,6036552,100310846
ANKRD66,conditionTB,0.0038,0.005950196,ENSG00000230062,6,46746933,46759506,100287718
ANKRD9,conditionTB,0.06,0.079393882,ENSG00000156381,14,102501767,102509799,122416
ANKS1A,conditionTB,0,0,ENSG00000064999,6,34889255,35091406,23294
ANKS3,conditionTB,6.90E-08,1.65E-07,ENSG00000168096,16,4696510,4734378,124401
ANKS6,conditionTB,0.0019,0.003077176,ENSG00000165138,9,98731329,98796965,203286
ANKUB1,conditionTB,2.10E-10,5.88E-10,ENSG00000206199,3,149761100,149968385,389161
ANKZF1,conditionTB,1.40E-11,4.20E-11,ENSG00000163516,2,219229783,219236679,55139
ANLN,conditionTB,0.16,0.19639111,ENSG00000011426,7,36389821,36453791,54443
ANO10,conditionTB,4.70E-11,1.37E-10,ENSG00000160746,3,43354859,43691594,55129
ANO5,conditionTB,0.04,0.054674232,ENSG00000171714,11,21782659,22283567,203859/102723370
ANO6,conditionTB,0.095,0.121551282,ENSG00000177119,12,45215987,45482280,196527
ANO7,conditionTB,0.53,0.578980453,ENSG00000146205,2,241188509,241225377,50636
ANO8,conditionTB,0,0,ENSG00000074855,19,17323223,17334855,57719
ANO9,conditionTB,0.03,0.041753163,ENSG00000185101,11,417933,442011,338440
ANOS1,conditionTB,0,0,ENSG00000011201,X,8528874,8732137,3730
ANP32A,conditionTB,0,0,ENSG00000140350,15,68778535,68820897,8125
ANP32B,conditionTB,0.11,0.138761286,ENSG00000136938,9,97983341,98015943,10541
ANP32E,conditionTB,0.01,0.014813401,ENSG00000143401,1,150218417,150236156,81611
ANPEP,conditionTB,8.80E-05,1.63E-04,ENSG00000166825,15,89784895,89815401,290
ANTXR1,conditionTB,0.09,0.115736769,ENSG00000169604,2,69013176,69249327,84168
ANTXR2,conditionTB,4.10E-11,1.20E-10,ENSG00000163297,4,79901146,80125454,118429
ANXA1,conditionTB,2.30E-12,7.23E-12,ENSG00000135046,9,73151865,73170393,301
ANXA11,conditionTB,0.41,0.459863531,ENSG00000122359,10,80150889,80205572,311
ANXA2,conditionTB,9.60E-04,0.001609832,ENSG00000182718,15,60347134,60402883,302
ANXA2R,conditionTB,2.30E-15,8.46E-15,ENSG00000177721,5,43039233,43043170,389289
ANXA4,conditionTB,0,0,ENSG00000196975,2,69644425,69827112,307
ANXA5,conditionTB,0,0,ENSG00000164111,4,121667946,121696995,308
ANXA6,conditionTB,0,0,ENSG00000197043,5,151100706,151157785,309
ANXA7,conditionTB,0,0,ENSG00000138279,10,73375101,73414076,310
ANXA9,conditionTB,7.30E-10,1.99E-09,ENSG00000143412,1,150982249,150995634,8416
AOAH,conditionTB,0,0,ENSG00000136250,7,36512941,36724549,313
AOC1,conditionTB,0.095,0.121551282,ENSG00000002726,7,150824627,150861504,26
AOC2,conditionTB,0.0075,0.0113262,ENSG00000131480,17,42844580,42850707,314
AOC3,conditionTB,0.001,0.001667502,ENSG00000131471,17,42851184,42858130,8639
AOX1,conditionTB,0.82,0.844478514,ENSG00000138356,2,200586014,200677064,316
AP1AR,conditionTB,3.10E-13,1.02E-12,ENSG00000138660,4,112231740,112273110,55435
AP1B1,conditionTB,0,0,ENSG00000100280,22,29327680,29388583,162
AP1G1,conditionTB,5.10E-15,1.85E-14,ENSG00000166747,16,71729000,71809201,164
AP1G2,conditionTB,0.087,0.112188648,ENSG00000213983,14,23559565,23568070,8906
AP1M1,conditionTB,7.60E-04,0.001288054,ENSG00000072958,19,16197854,16245906,8907
AP1S1,conditionTB,0,0,ENSG00000106367,7,101154456,101161596,1174
AP1S2,conditionTB,1.10E-09,2.96E-09,ENSG00000182287,X,15825806,15854931,8905
AP1S3,conditionTB,4.30E-11,1.26E-10,ENSG00000152056,2,223751686,223838027,130340
AP2A1,conditionTB,0,0,ENSG00000196961,19,49767001,49807114,160
AP2A2,conditionTB,0,0,ENSG00000183020,11,924894,1012245,161
AP2B1,conditionTB,2.20E-16,8.48E-16,ENSG00000006125,17,35578046,35726413,163
AP2M1,conditionTB,0,0,ENSG00000161203,3,184174689,184184091,1173
AP2S1,conditionTB,0,0,ENSG00000042753,19,46838136,46850846,1175
AP3B1,conditionTB,8.40E-04,0.001415569,ENSG00000132842,5,78002326,78294698,8546
AP3B2,conditionTB,0.018,0.02583686,ENSG00000103723,15,82659281,82710112,8120
AP3D1,conditionTB,2.20E-13,7.33E-13,ENSG00000065000,19,2100988,2164468,8943
AP3M1,conditionTB,0,0,ENSG00000185009,10,74120255,74150842,26985
