ensembl_gene_id	gene_biotype	hgnc_symbol
ENSG00000147168	protein_coding	IL2RG
ENSG00000252653	rRNA	RNA5SP444
ENSG00000160539	protein_coding	PPAPDC3
ENSG00000252016	snoRNA	
ENSG00000265078	misc_RNA	RN7SL664P
ENSG00000277118	misc_RNA	
ENSG00000276784	misc_RNA	
ENSG00000281262	miRNA	
ENSG00000264429	miRNA	MIR3183
ENSG00000212332	snRNA	RNU6-780P
ENSG00000252086	rRNA	RNA5SP76
ENSG00000202195	misc_RNA	
ENSG00000238584	snRNA	RNU7-167P
ENSG00000207633	miRNA	MIR505
ENSG00000207263	snoRNA	SNORD116-16
ENSG00000121089	processed_pseudogene	NACA3P
ENSG00000224843	lincRNA	LINC00240
ENSG00000252098	misc_RNA	
ENSG00000277834	miRNA	
ENSG00000166529	protein_coding	ZSCAN21
ENSG00000281212	sRNA	
ENSG00000199601	snRNA	RNU6-562P
ENSG00000252960	misc_RNA	RN7SKP258
ENSG00000277547	miRNA	MIR6751
ENSG00000280308	protein_coding	
ENSG00000252341	misc_RNA	
ENSG00000248769	unprocessed_pseudogene	
ENSG00000221335	miRNA	
ENSG00000263969	misc_RNA	RN7SL678P
ENSG00000275972	miRNA	
ENSG00000201565	misc_RNA	
ENSG00000265054	miRNA	
ENSG00000201654	snRNA	RNU6-7
ENSG00000207037	snRNA	RNU6-339P
ENSG00000211848	TR_J_gene	TRAJ41
ENSG00000238645	snoRNA	
ENSG00000274522	miRNA	
ENSG00000180773	protein_coding	SLC36A4
ENSG00000156345	protein_coding	CDK20
ENSG00000265467	miRNA	
ENSG00000202103	snRNA	RNU4-12P
ENSG00000253031	rRNA	RNA5SP291
ENSG00000276134	misc_RNA	RN7SKP117
ENSG00000252170	snoRNA	
ENSG00000274991	miRNA	
ENSG00000264500	miRNA	MIR3124
ENSG00000239910	misc_RNA	RN7SL530P
ENSG00000274613	miRNA	
ENSG00000207010	snRNA	RNU6-318P
ENSG00000207010	snRNA	RNU6-1295P
ENSG00000221440	snRNA	RNU6ATAC31P
ENSG00000207146	misc_RNA	
ENSG00000199450	rRNA	RNA5SP276
ENSG00000252916	snRNA	RNU6-762P
ENSG00000278799	miRNA	MIR6823
ENSG00000215952	miRNA	MIR921
ENSG00000201557	snoRNA	SNORD114-15
ENSG00000212546	snRNA	RNU6-995P
ENSG00000200367	snoRNA	SNORD113-8
ENSG00000274055	misc_RNA	
ENSG00000222338	snRNA	RNU6-174P
ENSG00000212452	snoRNA	SNORD69
ENSG00000274014	miRNA	
ENSG00000221251	miRNA	MIR1263
ENSG00000263663	miRNA	
ENSG00000200571	snRNA	RNU6-1284P
ENSG00000252583	miRNA	MIR514B
ENSG00000271394	misc_RNA	
ENSG00000197857	protein_coding	ZNF44
ENSG00000225044	lincRNA	
ENSG00000199453	snoRNA	SNORD115-12
ENSG00000198987	miRNA	MIR16-2
ENSG00000277898	miRNA	
ENSG00000221562	snRNA	RNU6ATAC10P
ENSG00000222960	snRNA	RNU6-272P
ENSG00000222352	misc_RNA	RN7SKP221
ENSG00000266755	snoRNA	
ENSG00000221081	miRNA	MIR320D2
ENSG00000238440	snoRNA	
ENSG00000280581	misc_RNA	
ENSG00000238363	snoRNA	SNORA13
ENSG00000280970	miRNA	
ENSG00000202499	snoRNA	SNORD115-36
ENSG00000201861	rRNA	RNA5SP298
ENSG00000251892	snRNA	RNU7-84P
ENSG00000276823	misc_RNA	
ENSG00000272458	miRNA	MIR432
ENSG00000236941	processed_pseudogene	
ENSG00000212588	snoRNA	SNORA26
ENSG00000266616	miRNA	
ENSG00000211858	TR_J_gene	TRAJ31
ENSG00000216081	miRNA	
ENSG00000265709	miRNA	
ENSG00000253073	misc_RNA	RN7SKP295
ENSG00000281752	miRNA	
ENSG00000199295	snRNA	RNU6-1312P
ENSG00000221491	snoRNA	SNORA34
ENSG00000201913	misc_RNA	
ENSG00000221328	miRNA	
ENSG00000200903	snRNA	RNU1-42P
ENSG00000278525	misc_RNA	RN7SL607P
ENSG00000207309	snRNA	RNU4-70P
ENSG00000264267	miRNA	
ENSG00000264069	miRNA	MIR3943
ENSG00000201912	misc_RNA	RN7SKP189
ENSG00000221550	miRNA	
ENSG00000243871	misc_RNA	RN7SL487P
ENSG00000276679	miRNA	
ENSG00000263351	miRNA	MIR4329
ENSG00000252999	rRNA	RNA5SP380
ENSG00000266600	miRNA	
ENSG00000281415	miRNA	
ENSG00000277379	miRNA	MIR6724-3
ENSG00000282713	processed_pseudogene	
ENSG00000239008	snoRNA	
ENSG00000264358	miRNA	MIR3122
ENSG00000264297	miRNA	MIR4433B
ENSG00000263634	miRNA	MIR3919
ENSG00000265674	snoRNA	
ENSG00000252896	miRNA	
ENSG00000277549	unprocessed_pseudogene	
ENSG00000277393	miRNA	
ENSG00000274878	misc_RNA	
ENSG00000206847	misc_RNA	
ENSG00000215976	miRNA	
ENSG00000278853	snRNA	RNU6-55P
ENSG00000274098	misc_RNA	RN7SL787P
ENSG00000277689	misc_RNA	
ENSG00000274127	misc_RNA	
ENSG00000199636	misc_RNA	
ENSG00000273577	miRNA	
ENSG00000223060	misc_RNA	
ENSG00000207134	snRNA	RNU6-106P
ENSG00000221023	snRNA	RNU6ATAC19P
ENSG00000277875	miRNA	
ENSG00000215246	antisense	
ENSG00000280692	miRNA	
ENSG00000102243	protein_coding	VGLL1
ENSG00000277396	misc_RNA	
ENSG00000206822	misc_RNA	
ENSG00000278038	miRNA	MIR6076
ENSG00000278076	miRNA	
ENSG00000223168	misc_RNA	RN7SKP142
ENSG00000274171	misc_RNA	
ENSG00000275642	misc_RNA	
ENSG00000211862	TR_J_gene	TRAJ27
ENSG00000275402	miRNA	MIR155
ENSG00000200478	snoRNA	SNORD115-41
ENSG00000207142	misc_RNA	
ENSG00000276171	miRNA	
ENSG00000276711	snRNA	
ENSG00000271819	snRNA	RNU6-94P
ENSG00000239181	miRNA	
ENSG00000207714	miRNA	MIR584
ENSG00000199426	snRNA	RNU1-108P
ENSG00000265341	miRNA	
ENSG00000238448	miRNA	
ENSG00000238411	miRNA	
ENSG00000225344	processed_pseudogene	
ENSG00000279007	protein_coding	
ENSG00000277153	snRNA	RNU6-222P
ENSG00000251776	misc_RNA	RN7SKP242
ENSG00000264793	miRNA	MIR4771-1
ENSG00000266226	miRNA	MIR4323
ENSG00000266151	miRNA	MIR3646
ENSG00000200537	misc_RNA	RNY4P6
ENSG00000207492	snRNA	RNU6-713P
ENSG00000241347	misc_RNA	RN7SL466P
ENSG00000243027	misc_RNA	RN7SL354P
ENSG00000265648	misc_RNA	RN7SL279P
ENSG00000265607	snoRNA	
ENSG00000238295	snoRNA	
ENSG00000200048	snRNA	RNU6-812P
ENSG00000252992	scaRNA	
ENSG00000207420	misc_RNA	
ENSG00000233477	processed_pseudogene	
ENSG00000238882	snRNA	RNU6-329P
ENSG00000252219	miRNA	MIR892C
ENSG00000207775	miRNA	MIR548A1
ENSG00000199331	misc_RNA	
ENSG00000253042	snoRNA	
ENSG00000274689	miRNA	
ENSG00000265110	miRNA	MIR4731
ENSG00000265370	miRNA	MIR4682
ENSG00000200485	misc_RNA	
ENSG00000277573	miRNA	
ENSG00000243437	misc_RNA	RN7SL370P
ENSG00000243954	misc_RNA	RN7SL743P
ENSG00000200224	snRNA	RNU6-626P
ENSG00000281126	protein_coding	
ENSG00000212214	snoRNA	
ENSG00000275900	snoRNA	
ENSG00000281322	misc_RNA	
ENSG00000200683	snRNA	RNU6-379P
ENSG00000266430	miRNA	
ENSG00000252837	misc_RNA	RN7SKP99
ENSG00000240863	misc_RNA	RN7SL645P
ENSG00000266772	miRNA	
ENSG00000239151	snRNA	RNU7-195P
ENSG00000276976	transcribed_unprocessed_pseudogene	LILRP2
ENSG00000238672	miRNA	
ENSG00000199523	rRNA	RNA5SP226
ENSG00000253940	processed_pseudogene	
ENSG00000251752	snRNA	RNU4-29P
ENSG00000211815	TR_V_gene	TRAV36DV7
ENSG00000252521	snRNA	RNU5D-2P
ENSG00000263671	misc_RNA	
ENSG00000228458	unprocessed_pseudogene	DDX39BP2
ENSG00000200620	snoRNA	
ENSG00000202313	snRNA	RNU1-64P
ENSG00000199638	rRNA	RNA5SP319
ENSG00000201496	misc_RNA	RN7SKP275
ENSG00000221677	miRNA	
ENSG00000265367	miRNA	
ENSG00000212354	snRNA	RNU6-1242P
ENSG00000199458	snRNA	RNU4-35P
ENSG00000200246	rRNA	RNA5SP263
ENSG00000239183	snoRNA	SNORA84
ENSG00000266392	miRNA	MIR4740
ENSG00000252830	rRNA	
ENSG00000202095	snRNA	RNU6-1172P
ENSG00000107566	protein_coding	ERLIN1
ENSG00000280456	miRNA	
ENSG00000212283	snoRNA	SNORD89
ENSG00000281017	miRNA	MIR1248
ENSG00000200267	snRNA	RNU6-66P
ENSG00000160963	protein_coding	COL26A1
ENSG00000277832	miRNA	
ENSG00000281069	miRNA	
ENSG00000274645	miRNA	
ENSG00000241152	misc_RNA	RN7SL720P
ENSG00000281293	miRNA	
ENSG00000207500	snoRNA	SNORD102
ENSG00000266583	miRNA	MIR4478
ENSG00000182974	protein_coding	OR4M2
ENSG00000123636	protein_coding	BAZ2B
ENSG00000250486	protein_coding	FAM218A
ENSG00000251987	snoRNA	
ENSG00000207474	misc_RNA	RNY1P7
ENSG00000277521	miRNA	MIR8078
ENSG00000212404	misc_RNA	
ENSG00000277333	miRNA	
ENSG00000274335	miRNA	
ENSG00000201354	misc_RNA	
ENSG00000274017	misc_RNA	
ENSG00000201121	misc_RNA	RNY1P12
ENSG00000266250	misc_RNA	
ENSG00000252212	snRNA	RNU2-58P
ENSG00000263572	miRNA	MIR7853
ENSG00000212022	miRNA	
ENSG00000207257	snRNA	RNU6-18P
ENSG00000201377	misc_RNA	RNY4P23
ENSG00000221296	miRNA	MIR548T
ENSG00000278425	miRNA	
ENSG00000274622	miRNA	
ENSG00000278846	processed_pseudogene	OLA1P1
ENSG00000278179	miRNA	
ENSG00000264030	misc_RNA	RN7SL66P
ENSG00000212037	miRNA	
ENSG00000274450	snRNA	
ENSG00000278387	miRNA	
ENSG00000265324	miRNA	
ENSG00000222459	rRNA	RNA5SP293
ENSG00000281114	miRNA	
ENSG00000264190	miRNA	MIR5006
ENSG00000277888	miRNA	MIR6846
ENSG00000108684	protein_coding	ASIC2
ENSG00000238913	snRNA	RNU7-196P
ENSG00000275602	misc_RNA	
ENSG00000278855	antisense	KCNQ1DN
ENSG00000201852	snRNA	RNU6-702P
ENSG00000275254	misc_RNA	
ENSG00000280985	miRNA	
ENSG00000201733	snoRNA	
ENSG00000238562	snRNA	RNU7-159P
ENSG00000206695	snRNA	RNU6-442P
ENSG00000262710	misc_RNA	
ENSG00000200033	snRNA	RNU6-403P
ENSG00000252763	snRNA	RNU2-31P
ENSG00000264780	miRNA	MIR4683
ENSG00000278680	miRNA	
ENSG00000201548	misc_RNA	
ENSG00000264818	miRNA	MIR3714
ENSG00000206661	snoRNA	
ENSG00000226141	unprocessed_pseudogene	
ENSG00000277066	misc_RNA	
ENSG00000252496	rRNA	RNA5SP33
ENSG00000266547	miRNA	
ENSG00000221669	miRNA	MIR548N
ENSG00000222870	snRNA	RNU6-1328P
ENSG00000276338	miRNA	
ENSG00000212550	snRNA	RNU1-78P
ENSG00000199231	snoRNA	
ENSG00000207084	snoRNA	
ENSG00000252601	snoRNA	
ENSG00000200041	misc_RNA	
ENSG00000273834	miRNA	MIR612
ENSG00000201649	misc_RNA	RNY4P34
ENSG00000276404	miRNA	MIR6835
ENSG00000265396	miRNA	MIR3128
ENSG00000231690	lincRNA	LINC00574
ENSG00000275587	misc_RNA	
ENSG00000199020	miRNA	MIR381
ENSG00000251985	snRNA	RNU6-1161P
ENSG00000276666	miRNA	
ENSG00000265083	miRNA	MIR3691
ENSG00000226517	unprocessed_pseudogene	HCG4P7
ENSG00000208023	miRNA	MIR185
ENSG00000273662	miRNA	
ENSG00000207613	miRNA	MIR181C
ENSG00000276162	miRNA	MIR5739
ENSG00000252369	snRNA	RNU7-51P
ENSG00000238826	miRNA	
ENSG00000264789	miRNA	
ENSG00000252677	snoRNA	
ENSG00000201737	snRNA	RNU1-133P
ENSG00000202124	misc_RNA	RNY4P3
ENSG00000207782	miRNA	MIR150
ENSG00000275863	miRNA	MIR7975
ENSG00000240606	misc_RNA	RN7SL564P
ENSG00000212415	snoRNA	
ENSG00000200301	rRNA	RNA5SP483
ENSG00000265252	miRNA	MIR3132
ENSG00000222481	miRNA	
ENSG00000248632	processed_pseudogene	
ENSG00000207130	snoRNA	
ENSG00000252017	snRNA	RNU6-1194P
ENSG00000276270	miRNA	MIR6799
ENSG00000207813	miRNA	MIR605
ENSG00000134758	protein_coding	RNF138
ENSG00000201881	misc_RNA	
ENSG00000274839	protein_coding	PRB4
ENSG00000216157	miRNA	
ENSG00000200252	misc_RNA	
ENSG00000206644	snRNA	RNU6-1279P
ENSG00000207926	miRNA	MIR135A1
ENSG00000212535	snRNA	RNU6-808P
ENSG00000266421	miRNA	
ENSG00000253057	misc_RNA	RN7SKP57
ENSG00000277119	misc_RNA	
ENSG00000200941	snRNA	RNU6-694P
ENSG00000277262	snRNA	
ENSG00000200976	misc_RNA	
ENSG00000207172	snRNA	RNU6-1162P
ENSG00000277660	snRNA	
ENSG00000244425	misc_RNA	RN7SL268P
ENSG00000199157	miRNA	MIR208A
ENSG00000199603	snRNA	RNU6-951P
ENSG00000265481	miRNA	
ENSG00000200174	misc_RNA	
ENSG00000201482	snoRNA	SNORD115-17
ENSG00000259836	processed_pseudogene	AGGF1P6
ENSG00000281542	sense_intronic	
ENSG00000241959	misc_RNA	RN7SL76P
ENSG00000207511	snRNA	RNU6-771P
ENSG00000276760	protein_coding	
ENSG00000222394	misc_RNA	
ENSG00000273652	miRNA	
ENSG00000212302	snoRNA	
ENSG00000274760	misc_RNA	
ENSG00000154065	protein_coding	ANKRD29
ENSG00000206620	snoRNA	SNORD45C
ENSG00000201916	misc_RNA	
ENSG00000221337	miRNA	
ENSG00000281255	miRNA	
ENSG00000263602	miRNA	MIR3185
ENSG00000264357	miRNA	MIR4648
ENSG00000238936	snoRNA	
ENSG00000207293	misc_RNA	
ENSG00000206792	misc_RNA	
ENSG00000251974	snoRNA	
ENSG00000222514	misc_RNA	RN7SKP223
ENSG00000207088	snoRNA	SNORA7B
ENSG00000198972	miRNA	MIRLET7E
ENSG00000211991	miRNA	
ENSG00000207199	snoRNA	
ENSG00000059758	protein_coding	CDK17
ENSG00000206826	snRNA	RNU6-974P
ENSG00000281727	miRNA	
ENSG00000277610	snRNA	RNVU1-4
ENSG00000270104	lincRNA	
ENSG00000274574	snRNA	
ENSG00000202433	snRNA	RNU6-54P
ENSG00000202205	snRNA	RNU6-1034P
ENSG00000221630	miRNA	MIR1179
ENSG00000207036	misc_RNA	RNY3P14
ENSG00000240478	lincRNA	
ENSG00000222722	miRNA	
ENSG00000252987	rRNA	RNA5SP66
ENSG00000202217	misc_RNA	RN7SKP47
ENSG00000277931	miRNA	
ENSG00000200494	misc_RNA	
ENSG00000215984	miRNA	
ENSG00000221796	miRNA	
ENSG00000278534	miRNA	
ENSG00000270384	snRNA	
ENSG00000233755	lincRNA	
ENSG00000225114	unprocessed_pseudogene	HCG4P5
ENSG00000207943	miRNA	MIR634
ENSG00000274466	miRNA	MIR1273H
ENSG00000281851	miRNA	
ENSG00000222236	rRNA	RNA5SP163
ENSG00000278028	misc_RNA	
ENSG00000275780	rRNA	RNA5SP443
ENSG00000276574	miRNA	
ENSG00000201474	snRNA	RNU6-164P
ENSG00000265457	miRNA	
ENSG00000207258	misc_RNA	
ENSG00000265463	miRNA	
ENSG00000263973	miRNA	MIR4760
ENSG00000199667	misc_RNA	
ENSG00000275414	misc_RNA	
ENSG00000264966	miRNA	MIR5094
ENSG00000265286	miRNA	
ENSG00000199640	misc_RNA	RN7SKP294
ENSG00000273531	miRNA	
ENSG00000200538	snoRNA	
ENSG00000200086	snRNA	RNU6-433P
ENSG00000274304	miRNA	MIR7108
ENSG00000221695	miRNA	
ENSG00000252326	snoRNA	SNORD116-25
ENSG00000278556	miRNA	
ENSG00000266564	miRNA	MIR4418
ENSG00000202503	snoRNA	SNORD34
ENSG00000183439	protein_coding	TRIM61
ENSG00000281419	miRNA	
ENSG00000266192	miRNA	MIR1260B
ENSG00000276719	miRNA	
ENSG00000265260	misc_RNA	RN7SL74P
ENSG00000215953	miRNA	
ENSG00000207021	misc_RNA	
ENSG00000257381	miRNA	MIR3179-2
ENSG00000281027	miRNA	
ENSG00000234235	antisense	BOK-AS1
ENSG00000252061	snRNA	RNU6-415P
ENSG00000251733	scaRNA	SCARNA8
ENSG00000239744	misc_RNA	RN7SL63P
ENSG00000274278	miRNA	
ENSG00000274755	snRNA	
ENSG00000223180	miRNA	
ENSG00000274732	misc_RNA	
ENSG00000265226	miRNA	MIR548AI
ENSG00000281516	scaRNA	
ENSG00000243900	misc_RNA	RN7SL320P
ENSG00000212541	snRNA	RNU6-510P
ENSG00000265587	miRNA	
ENSG00000280556	lincRNA	
ENSG00000278374	snRNA	
ENSG00000160716	protein_coding	CHRNB2
ENSG00000280723	miRNA	
ENSG00000221510	miRNA	MIR548O
ENSG00000252445	miRNA	
ENSG00000211514	miRNA	MIR454
ENSG00000264703	miRNA	MIR4752
ENSG00000276339	snRNA	
ENSG00000280959	snoRNA	
ENSG00000260341	processed_pseudogene	
ENSG00000275335	miRNA	MIR8088
ENSG00000264698	miRNA	MIR4255
ENSG00000207289	snRNA	RNU6-1235P
ENSG00000202008	misc_RNA	
ENSG00000139372	protein_coding	TDG
ENSG00000229859	protein_coding	PGA3
ENSG00000278663	miRNA	MIR6887
ENSG00000206965	snRNA	RNU6-5P
ENSG00000253070	snRNA	RNU6-794P
ENSG00000090402	protein_coding	SI
ENSG00000274380	miRNA	MIR6801
ENSG00000277916	misc_RNA	
ENSG00000252913	snRNA	RNU6-158P
ENSG00000206592	snoRNA	
ENSG00000274462	miRNA	
ENSG00000252554	snRNA	RNU6-861P
ENSG00000252658	snRNA	RNU6-786P
ENSG00000273684	miRNA	MIR663A
ENSG00000278228	miRNA	MIR6732
ENSG00000278746	misc_RNA	RN7SL660P
ENSG00000200107	snRNA	RNU6-1249P
ENSG00000201811	snoRNA	
ENSG00000273113	lincRNA	
ENSG00000212391	snoRNA	
ENSG00000266689	snRNA	
ENSG00000242818	misc_RNA	RN7SL846P
ENSG00000223245	snRNA	RNU4-63P
ENSG00000223341	misc_RNA	RN7SKP3
ENSG00000281247	miRNA	
ENSG00000252776	snRNA	RNU4ATAC10P
ENSG00000201302	snoRNA	SNORA65
ENSG00000222854	rRNA	RNA5SP59
ENSG00000263693	miRNA	MIR3161
ENSG00000266362	miRNA	
ENSG00000066855	protein_coding	MTFR1
ENSG00000266259	miRNA	
ENSG00000133027	protein_coding	PEMT
ENSG00000251852	misc_RNA	
ENSG00000273751	miRNA	
ENSG00000281585	miRNA	
ENSG00000277380	miRNA	MIR4311
ENSG00000261350	lincRNA	
ENSG00000277027	ribozyme	RMRP
ENSG00000207360	snRNA	RNU6-14P
ENSG00000265285	miRNA	
ENSG00000275459	miRNA	MIR7846
ENSG00000252945	snoRNA	
ENSG00000200171	misc_RNA	
ENSG00000265595	miRNA	MIR4756
ENSG00000272507	snRNA	RNU6-88P
ENSG00000228891	unprocessed_pseudogene	DDX39BP1
ENSG00000281304	misc_RNA	
ENSG00000266215	miRNA	MIR3167
ENSG00000221050	miRNA	
ENSG00000276544	misc_RNA	RN7SL453P
ENSG00000265660	miRNA	MIR4664
ENSG00000212075	miRNA	
ENSG00000207934	miRNA	MIR654
ENSG00000265585	miRNA	
ENSG00000273866	misc_RNA	
ENSG00000100427	protein_coding	MLC1
ENSG00000252332	snRNA	RNU6-911P
ENSG00000200522	snRNA	RNU6-957P
ENSG00000199964	misc_RNA	
ENSG00000274531	miRNA	
ENSG00000263841	misc_RNA	RN7SL44P
ENSG00000201229	snoRNA	
ENSG00000206973	snRNA	RNU6-1145P
ENSG00000265042	miRNA	
ENSG00000278536	miRNA	
ENSG00000166866	protein_coding	MYO1A
ENSG00000276817	miRNA	
ENSG00000240186	misc_RNA	RN7SL633P
ENSG00000199731	snRNA	RNU6-1079P
ENSG00000253048	snRNA	RNU4-60P
ENSG00000252383	snRNA	RNU6-314P
ENSG00000266591	miRNA	
ENSG00000274435	miRNA	
ENSG00000278290	miRNA	
ENSG00000199143	miRNA	MIR373
ENSG00000266228	miRNA	MIR3611
ENSG00000233419	processed_pseudogene	
ENSG00000221385	miRNA	
ENSG00000212440	snoRNA	
ENSG00000265455	miRNA	MIR4700
ENSG00000220581	unitary_pseudogene	VN1R12P
ENSG00000263509	miRNA	
ENSG00000227293	lincRNA	
ENSG00000264182	miRNA	
ENSG00000275293	misc_RNA	
ENSG00000101134	protein_coding	DOK5
ENSG00000265558	miRNA	MIR3918
ENSG00000252371	snRNA	RNU6-725P
ENSG00000252855	miRNA	
ENSG00000281438	miRNA	
ENSG00000252270	miRNA	
ENSG00000206721	misc_RNA	
ENSG00000265979	miRNA	
ENSG00000274989	miRNA	MIR6833
ENSG00000238704	snRNA	RNU7-97P
ENSG00000222666	snoRNA	
ENSG00000275096	miRNA	
ENSG00000278176	miRNA	
ENSG00000263928	miRNA	
ENSG00000221691	miRNA	
ENSG00000280498	snoRNA	SNORA16A
ENSG00000206854	misc_RNA	RNY3P5
ENSG00000207234	snRNA	RNU6-125P
ENSG00000243539	misc_RNA	RN7SL649P
ENSG00000266782	miRNA	MIR3663
ENSG00000208028	miRNA	MIR616
ENSG00000234849	unprocessed_pseudogene	HLA-W
ENSG00000222942	misc_RNA	RN7SKP58
ENSG00000200779	snRNA	RNU6-105P
ENSG00000200161	misc_RNA	RN7SKP145
ENSG00000263849	miRNA	MIR4744
ENSG00000199924	snRNA	RNU6-1252P
ENSG00000252439	miRNA	
ENSG00000281023	miRNA	
ENSG00000234673	processed_transcript	BRD2-IT1
ENSG00000200084	snoRNA	SNORD68
ENSG00000244402	misc_RNA	RN7SL314P
ENSG00000199733	rRNA	RNA5SP307
ENSG00000252929	snRNA	RNU6-218P
ENSG00000266241	miRNA	MIR5047
ENSG00000172716	protein_coding	SLFN11
ENSG00000252863	snRNA	RNU6-1183P
ENSG00000222969	misc_RNA	RN7SKP8
ENSG00000277592	misc_RNA	
ENSG00000207397	snRNA	RNU6-1179P
ENSG00000281045	miRNA	
ENSG00000221425	miRNA	
ENSG00000261445	lincRNA	
ENSG00000239023	snRNA	RNU1-98P
ENSG00000206611	snoRNA	SNORD24
ENSG00000280546	miRNA	
ENSG00000207327	snRNA	RNU6-883P
ENSG00000202250	snRNA	RNU6-443P
ENSG00000225815	lincRNA	
ENSG00000278770	misc_RNA	
ENSG00000267200	miRNA	MIR132
ENSG00000263782	miRNA	
ENSG00000200601	rRNA	RNA5SP50
ENSG00000200037	rRNA	RNA5SP32
ENSG00000222150	rRNA	RNA5SP239
ENSG00000238604	misc_RNA	
ENSG00000210741	miRNA	MIR196A1
ENSG00000201023	misc_RNA	RNY3P11
ENSG00000201800	misc_RNA	
ENSG00000238952	miRNA	
ENSG00000264003	miRNA	
ENSG00000221420	snoRNA	SNORA81
ENSG00000274805	miRNA	MIR6768
ENSG00000199884	misc_RNA	
ENSG00000164099	protein_coding	PRSS12
ENSG00000212425	rRNA	RNA5SP105
ENSG00000281747	miRNA	
ENSG00000266029	miRNA	
ENSG00000221317	miRNA	
ENSG00000277809	misc_RNA	
ENSG00000250365	antisense	
ENSG00000264465	miRNA	
ENSG00000216762	processed_pseudogene	VN1R13P
ENSG00000216077	miRNA	MIR887
ENSG00000202498	snoRNA	
ENSG00000242565	misc_RNA	RN7SL372P
ENSG00000252214	snRNA	RNU6-542P
ENSG00000265119	misc_RNA	RN7SL676P
ENSG00000221593	miRNA	
ENSG00000201607	snRNA	RNU4-16P
ENSG00000240533	misc_RNA	RN7SL69P
ENSG00000253023	snRNA	RNU7-156P
ENSG00000281064	miRNA	
ENSG00000252064	misc_RNA	
ENSG00000239224	misc_RNA	RN7SL546P
ENSG00000266734	miRNA	
ENSG00000264501	misc_RNA	RN7SL731P
ENSG00000280849	miRNA	
ENSG00000200547	misc_RNA	
ENSG00000275770	miRNA	MIR6505
ENSG00000207177	snoRNA	
ENSG00000230965	processed_pseudogene	SNX18P13
ENSG00000201363	misc_RNA	
ENSG00000277063	miRNA	MIR8084
ENSG00000281910	snoRNA	SNORA76A
ENSG00000212049	miRNA	
ENSG00000277021	miRNA	
ENSG00000241834	misc_RNA	RN7SL149P
ENSG00000200521	misc_RNA	
ENSG00000265762	miRNA	
ENSG00000199827	snRNA	RNU6-1290P
ENSG00000199963	snRNA	RNU6-605P
ENSG00000201420	rRNA	RNA5SP512
ENSG00000274377	miRNA	
ENSG00000223128	misc_RNA	RN7SKP140
ENSG00000206751	misc_RNA	
ENSG00000274041	antisense	
ENSG00000262776	misc_RNA	RN7SKP65
ENSG00000277169	miRNA	
ENSG00000264675	miRNA	MIR4285
ENSG00000281435	miRNA	
ENSG00000264839	miRNA	
ENSG00000252635	snRNA	RNU2-56P
ENSG00000266510	miRNA	
ENSG00000276522	misc_RNA	RN7SL462P
ENSG00000274416	miRNA	
ENSG00000222182	rRNA	RNA5SP156
ENSG00000199626	snRNA	RNU6-989P
ENSG00000207524	snRNA	RNU6-33P
ENSG00000216047	miRNA	
ENSG00000199400	misc_RNA	RNY4P19
ENSG00000201535	misc_RNA	
ENSG00000281576	miRNA	
ENSG00000266110	miRNA	MIR4423
ENSG00000243125	misc_RNA	RN7SL807P
ENSG00000207924	miRNA	MIR196A2
ENSG00000206772	snRNA	RNU6-44P
ENSG00000266858	unprocessed_pseudogene	
ENSG00000281223	miRNA	
ENSG00000239119	snRNA	RNU7-119P
ENSG00000281101	misc_RNA	
ENSG00000202374	snoRNA	
ENSG00000199788	misc_RNA	RNY3P2
ENSG00000264268	miRNA	MIR4767
ENSG00000137076	protein_coding	TLN1
ENSG00000265452	miRNA	MIR3682
ENSG00000263506	miRNA	MIR5193
ENSG00000281272	miRNA	
ENSG00000206906	snRNA	RNU6-458P
ENSG00000223939	transcribed_processed_pseudogene	PPP1R2P1
ENSG00000265621	miRNA	
ENSG00000272232	misc_RNA	RN7SL726P
ENSG00000281475	miRNA	
ENSG00000207242	snRNA	RNU6-1065P
ENSG00000277928	miRNA	
ENSG00000222588	snoRNA	
ENSG00000275360	miRNA	MIR6868
ENSG00000221496	snoRNA	
ENSG00000201410	snoRNA	
ENSG00000207047	snoRNA	SNORD51
ENSG00000278135	snRNA	
ENSG00000281090	miRNA	
ENSG00000252309	miRNA	
ENSG00000277323	miRNA	
ENSG00000242989	misc_RNA	RN7SL332P
ENSG00000277054	miRNA	
ENSG00000266437	miRNA	MIR4746
ENSG00000253891	lincRNA	
ENSG00000221032	miRNA	
ENSG00000252685	snRNA	RNU6-928P
ENSG00000207410	snoRNA	
ENSG00000276305	miRNA	
ENSG00000221445	miRNA	MIR1301
ENSG00000222915	snRNA	RNU6-564P
ENSG00000214305	misc_RNA	
ENSG00000276546	misc_RNA	
ENSG00000264706	misc_RNA	RN7SL217P
ENSG00000207462	snRNA	RNU6-376P
ENSG00000223220	misc_RNA	
ENSG00000222844	snRNA	RNU6-321P
ENSG00000200983	snoRNA	SNORA45A
ENSG00000047056	protein_coding	WDR37
ENSG00000266808	miRNA	MIR548AE1
ENSG00000202089	snRNA	RNU6-1306P
ENSG00000277577	misc_RNA	
ENSG00000244326	misc_RNA	RN7SL814P
ENSG00000263512	miRNA	MIR4311
ENSG00000275991	misc_RNA	
ENSG00000207805	miRNA	MIR483
ENSG00000200168	rRNA	RNA5SP350
ENSG00000280653	miRNA	
ENSG00000275518	miRNA	MIR6718
